antecedent,consequent,support,confidence,lift
{44},{16 14},0.373,0.409,1.077
{14},{16 44},0.717,0.213,1.088
{16 44},{14},0.196,0.78,1.088
{16 14},{44},0.38,0.402,1.077
{44 14},{16},0.283,0.539,1.05
{26},{44 14},0.412,0.299,1.055
{44},{26 14},0.373,0.33,1.081
{14},{26 44},0.717,0.172,1.095
{26 44},{14},0.157,0.785,1.095
{26 14},{44},0.305,0.403,1.081
{44 14},{26},0.283,0.435,1.055
{44},{12 14},0.373,0.301,1.081
{12},{44 14},0.365,0.308,1.088
{14},{44 12},0.717,0.157,1.112
{44 12},{14},0.141,0.797,1.112
{44 14},{12},0.283,0.397,1.088
{12 14},{44},0.279,0.403,1.081
{42},{44 14},0.317,0.318,1.122
{44},{42 14},0.373,0.27,1.155
{14},{42 44},0.717,0.141,1.1
{42 44},{14},0.128,0.789,1.1
{42 14},{44},0.234,0.431,1.155
{44 14},{42},0.283,0.356,1.122
{46},{44 14},0.372,0.301,1.064
{44},{46 14},0.373,0.301,1.077
{14},{44 46},0.717,0.156,1.09
{44 46},{14},0.143,0.781,1.09
{46 14},{44},0.279,0.402,1.077
{44 14},{46},0.283,0.396,1.064
{32},{44 14},0.413,0.297,1.051
{44},{32 14},0.373,0.329,1.1
{14},{32 44},0.717,0.171,1.044
{32 44},{14},0.164,0.748,1.044
{32 14},{44},0.299,0.41,1.1
{44 14},{32},0.283,0.434,1.051
{48},{49 14},0.479,0.306,1.059
{49},{48 14},0.389,0.377,1.058
{14},{48 49},0.717,0.204,1.071
{48 49},{14},0.191,0.767,1.071
{48 14},{49},0.356,0.411,1.058
{49 14},{48},0.289,0.507,1.059
{48},{14 15},0.479,0.237,1.073
{14},{48 15},0.717,0.158,1.018
{15},{48 14},0.305,0.372,1.044
{48 14},{15},0.356,0.319,1.044
{48 15},{14},0.155,0.73,1.018
{14 15},{48},0.221,0.514,1.073
{48},{16 14},0.479,0.402,1.059
{16},{48 14},0.513,0.375,1.054
{14},{48 16},0.717,0.269,1.084
{48 16},{14},0.248,0.777,1.084
{48 14},{16},0.356,0.541,1.054
{16 14},{48},0.38,0.507,1.059
{48},{26 14},0.479,0.327,1.07
{26},{48 14},0.412,0.379,1.066
{14},{48 26},0.717,0.218,1.066
{48 26},{14},0.205,0.764,1.066
{48 14},{26},0.356,0.44,1.066
{26 14},{48},0.305,0.513,1.07
{48},{2 14},0.479,0.217,1.077
{2},{48 14},0.273,0.382,1.073
{14},{48 2},0.717,0.145,1.054
{48 2},{14},0.138,0.755,1.054
{48 14},{2},0.356,0.292,1.073
{2 14},{48},0.202,0.516,1.077
{48},{12 14},0.479,0.294,1.054
{12},{48 14},0.365,0.385,1.082
{14},{48 12},0.717,0.196,1.08
{48 12},{14},0.182,0.774,1.08
{48 14},{12},0.356,0.396,1.082
{12 14},{48},0.279,0.505,1.054
{48},{42 14},0.479,0.252,1.079
{42},{48 14},0.317,0.381,1.069
{14},{48 42},0.717,0.169,1.052
{48 42},{14},0.16,0.754,1.052
{48 14},{42},0.356,0.339,1.069
{42 14},{48},0.234,0.516,1.079
{48},{46 14},0.479,0.302,1.084
{46},{48 14},0.372,0.389,1.092
{14},{48 46},0.717,0.202,1.064
{48 46},{14},0.19,0.763,1.064
{48 14},{46},0.356,0.407,1.092
{46 14},{48},0.279,0.519,1.084
{48},{32 14},0.479,0.32,1.069
{32},{48 14},0.413,0.371,1.042
{14},{48 32},0.717,0.214,1.045
{48 32},{14},0.205,0.749,1.045
{48 14},{32},0.356,0.43,1.042
{32 14},{48},0.299,0.512,1.069
{48},{14 39},0.479,0.261,1.116
{14},{48 39},0.717,0.175,1.079
{39},{48 14},0.316,0.396,1.112
{48 14},{39},0.356,0.351,1.112
{48 39},{14},0.162,0.773,1.079
{14 39},{48},0.234,0.534,1.116
{48},{29 14},0.479,0.212,1.053
{29},{48 14},0.28,0.362,1.017
{14},{48 29},0.717,0.142,1.055
{48 29},{14},0.134,0.756,1.055
{48 14},{29},0.356,0.285,1.017
{29 14},{48},0.201,0.504,1.053
{48},{38 14},0.479,0.22,1.075
{38},{48 14},0.269,0.391,1.098
{14},{48 38},0.717,0.147,1.072
{48 38},{14},0.137,0.768,1.072
{48 14},{38},0.356,0.295,1.098
{38 14},{48},0.204,0.515,1.075
{16},{49 14},0.513,0.309,1.071
{49},{16 14},0.389,0.409,1.076
{14},{16 49},0.717,0.222,1.044
{16 49},{14},0.212,0.748,1.044
{16 14},{49},0.38,0.418,1.076
{49 14},{16},0.289,0.55,1.071
{49},{26 14},0.389,0.331,1.085
{26},{49 14},0.412,0.312,1.081
{14},{49 26},0.717,0.18,1.095
{49 26},{14},0.164,0.785,1.095
{49 14},{26},0.289,0.446,1.081
{26 14},{49},0.305,0.422,1.085
{49},{12 14},0.389,0.301,1.08
{12},{49 14},0.365,0.321,1.109
{14},{49 12},0.717,0.163,1.142
{49 12},{14},0.143,0.818,1.142
{49 14},{12},0.289,0.405,1.109
{12 14},{49},0.279,0.42,1.08
{46},{49 14},0.372,0.306,1.057
{49},{46 14},0.389,0.293,1.049
{14},{49 46},0.717,0.159,1.064
{49 46},{14},0.149,0.763,1.064
{46 14},{49},0.279,0.408,1.049
{49 14},{46},0.289,0.394,1.057
{32},{49 14},0.413,0.314,1.086
{49},{32 14},0.389,0.333,1.113
{14},{32 49},0.717,0.181,1.045
{32 49},{14},0.173,0.749,1.045
{32 14},{49},0.299,0.433,1.113
{49 14},{32},0.289,0.448,1.086
{49},{14 39},0.389,0.262,1.118
{14},{49 39},0.717,0.142,1.088
{39},{49 14},0.316,0.322,1.115
{49 14},{39},0.289,0.352,1.115
{49 39},{14},0.13,0.78,1.088
{14 39},{49},0.234,0.434,1.118
{16},{14 15},0.513,0.235,1.063
{14},{16 15},0.717,0.168,1.028
{15},{16 14},0.305,0.395,1.039
{16 14},{15},0.38,0.317,1.039
{16 15},{14},0.163,0.737,1.028
{14 15},{16},0.221,0.545,1.063
{26},{14 15},0.412,0.245,1.11
{14},{26 15},0.717,0.141,1.016
{15},{26 14},0.305,0.331,1.085
{26 14},{15},0.305,0.331,1.085
{26 15},{14},0.139,0.728,1.016
{14 15},{26},0.221,0.458,1.11
{16},{26 14},0.513,0.334,1.095
{26},{16 14},0.412,0.416,1.095
{14},{16 26},0.717,0.239,1.078
{16 26},{14},0.222,0.773,1.078
{16 14},{26},0.38,0.452,1.095
{26 14},{16},0.305,0.562,1.095
{16},{2 14},0.513,0.211,1.044
{2},{16 14},0.273,0.397,1.044
{14},{16 2},0.717,0.151,1.044
{16 2},{14},0.144,0.748,1.044
{16 14},{2},0.38,0.285,1.044
{2 14},{16},0.202,0.536,1.044
{16},{12 14},0.513,0.311,1.114
{12},{16 14},0.365,0.437,1.15
{14},{16 12},0.717,0.223,1.108
{16 12},{14},0.201,0.794,1.108
{16 14},{12},0.38,0.42,1.15
{12 14},{16},0.279,0.572,1.114
{16},{42 14},0.513,0.251,1.073
{42},{16 14},0.317,0.406,1.069
{14},{16 42},0.717,0.18,1.06
{16 42},{14},0.17,0.76,1.06
{16 14},{42},0.38,0.339,1.069
{42 14},{16},0.234,0.551,1.073
{16},{46 14},0.513,0.296,1.063
{46},{16 14},0.372,0.409,1.076
{14},{16 46},0.717,0.212,1.08
{16 46},{14},0.197,0.774,1.08
{16 14},{46},0.38,0.401,1.076
{46 14},{16},0.279,0.545,1.063
{16},{32 14},0.513,0.322,1.078
{32},{16 14},0.413,0.401,1.056
{14},{16 32},0.717,0.231,1.031
{16 32},{14},0.224,0.739,1.031
{16 14},{32},0.38,0.436,1.056
{32 14},{16},0.299,0.553,1.078
{16},{37 14},0.513,0.198,1.134
{37},{16 14},0.233,0.437,1.151
{14},{16 37},0.717,0.142,1.075
{16 37},{14},0.132,0.77,1.075
{16 14},{37},0.38,0.268,1.151
{37 14},{16},0.175,0.582,1.134
{16},{14 39},0.513,0.256,1.091
{14},{16 39},0.717,0.183,1.077
{39},{16 14},0.316,0.415,1.093
{16 14},{39},0.38,0.345,1.093
{16 39},{14},0.17,0.772,1.077
{14 39},{16},0.234,0.56,1.091
{16},{29 14},0.513,0.224,1.115
{29},{16 14},0.28,0.411,1.082
{14},{16 29},0.717,0.161,1.049
{16 29},{14},0.153,0.752,1.049
{16 14},{29},0.38,0.303,1.082
{29 14},{16},0.201,0.572,1.115
{16},{38 14},0.513,0.226,1.105
{38},{16 14},0.269,0.431,1.134
{14},{16 38},0.717,0.162,1.131
{16 38},{14},0.143,0.811,1.131
{16 14},{38},0.38,0.305,1.134
{38 14},{16},0.204,0.567,1.105
{26},{12 14},0.412,0.294,1.053
{12},{26 14},0.365,0.332,1.086
{14},{26 12},0.717,0.169,1.103
{26 12},{14},0.153,0.791,1.103
{26 14},{12},0.305,0.397,1.086
{12 14},{26},0.279,0.434,1.053
{26},{42 14},0.412,0.244,1.045
{42},{26 14},0.317,0.318,1.04
{14},{26 42},0.717,0.141,1.04
{26 42},{14},0.135,0.746,1.04
{26 14},{42},0.305,0.33,1.04
{42 14},{26},0.234,0.431,1.045
{46},{26 14},0.372,0.336,1.101
{26},{46 14},0.412,0.303,1.088
{14},{26 46},0.717,0.175,1.09
{26 46},{14},0.16,0.781,1.09
{46 14},{26},0.279,0.449,1.088
{26 14},{46},0.305,0.41,1.101
{32},{26 14},0.413,0.302,0.99
{26},{32 14},0.412,0.303,1.011
{14},{32 26},0.717,0.174,1.025
{32 26},{14},0.17,0.735,1.025
{32 14},{26},0.299,0.417,1.011
{26 14},{32},0.305,0.409,0.99
{46},{12 14},0.372,0.307,1.102
{12},{46 14},0.365,0.313,1.123
{14},{12 46},0.717,0.16,1.093
{12 46},{14},0.146,0.783,1.093
{46 14},{12},0.279,0.41,1.123
{12 14},{46},0.279,0.41,1.102
{32},{12 14},0.413,0.278,0.997
{12},{32 14},0.365,0.314,1.05
{14},{32 12},0.717,0.16,1.081
{32 12},{14},0.148,0.775,1.081
{32 14},{12},0.299,0.384,1.05
{12 14},{32},0.279,0.411,0.997
{32},{42 14},0.413,0.245,1.047
{42},{32 14},0.317,0.319,1.065
{14},{32 42},0.717,0.141,1.024
{32 42},{14},0.138,0.734,1.024
{32 14},{42},0.299,0.338,1.065
{42 14},{32},0.234,0.432,1.047
{46},{32 14},0.372,0.33,1.102
{32},{46 14},0.413,0.297,1.066
{14},{32 46},0.717,0.171,1.05
{32 46},{14},0.163,0.753,1.05
{46 14},{32},0.279,0.44,1.066
{32 14},{46},0.299,0.41,1.102
{32},{14 39},0.413,0.245,1.046
{14},{32 39},0.717,0.141,1.087
{39},{32 14},0.316,0.32,1.069
{32 14},{39},0.299,0.338,1.069
{32 39},{14},0.13,0.779,1.087
{14 39},{32},0.234,0.432,1.046
{18},{19 20},0.705,0.173,1.107
{19},{18 20},0.54,0.226,1.123
{20},{18 19},0.271,0.451,1.129
{18 19},{20},0.4,0.306,1.129
{18 20},{19},0.202,0.606,1.123
{19 20},{18},0.156,0.78,1.107
{18},{19 21},0.705,0.187,1.074
{19},{18 21},0.54,0.245,1.1
{21},{18 19},0.307,0.431,1.078
{18 19},{21},0.4,0.331,1.078
{18 21},{19},0.223,0.594,1.1
{19 21},{18},0.175,0.757,1.074
{18},{19 28},0.705,0.2,1.052
{19},{18 28},0.54,0.261,1.069
{28},{18 19},0.342,0.411,1.029
{18 19},{28},0.4,0.352,1.029
{18 28},{19},0.244,0.577,1.069
{19 28},{18},0.19,0.742,1.052
{18},{19 30},0.705,0.336,1.062
{19},{18 30},0.54,0.439,1.107
{30},{18 19},0.563,0.421,1.052
{18 19},{30},0.4,0.593,1.052
{18 30},{19},0.397,0.597,1.107
{19 30},{18},0.316,0.749,1.062
{18},{34 19},0.705,0.389,1.08
{19},{18 34},0.54,0.508,1.088
{34},{18 19},0.641,0.428,1.07
{18 19},{34},0.4,0.685,1.07
{18 34},{19},0.466,0.587,1.088
{34 19},{18},0.36,0.762,1.08
{18},{19 44},0.705,0.226,1.064
{19},{18 44},0.54,0.296,1.091
{44},{18 19},0.373,0.428,1.07
{18 19},{44},0.4,0.399,1.07
{18 44},{19},0.271,0.589,1.091
{19 44},{18},0.213,0.75,1.064
{48},{18 19},0.479,0.42,1.049
{18},{48 19},0.705,0.285,1.065
{19},{48 18},0.54,0.372,1.071
{48 18},{19},0.348,0.578,1.071
{48 19},{18},0.268,0.751,1.065
{18 19},{48},0.4,0.503,1.049
{49},{18 19},0.389,0.434,1.087
{18},{49 19},0.705,0.239,1.092
{19},{49 18},0.54,0.313,1.106
{49 18},{19},0.283,0.597,1.106
{49 19},{18},0.219,0.77,1.092
{18 19},{49},0.4,0.422,1.087
{3},{18 19},0.238,0.441,1.104
{18},{19 3},0.705,0.149,1.09
{19},{18 3},0.54,0.195,1.114
{18 3},{19},0.175,0.601,1.114
{19 3},{18},0.137,0.768,1.09
{18 19},{3},0.4,0.263,1.104
{18},{19 15},0.705,0.19,1.09
{19},{18 15},0.54,0.249,1.117
{15},{18 19},0.305,0.439,1.099
{18 19},{15},0.4,0.336,1.099
{18 15},{19},0.223,0.603,1.117
{19 15},{18},0.175,0.769,1.09
{16},{18 19},0.513,0.419,1.048
{18},{16 19},0.705,0.305,1.065
{19},{16 18},0.54,0.398,1.08
{16 18},{19},0.369,0.583,1.08
{16 19},{18},0.286,0.751,1.065
{18 19},{16},0.4,0.538,1.048
{26},{18 19},0.412,0.426,1.065
{18},{26 19},0.705,0.249,1.07
{19},{26 18},0.54,0.325,1.087
{26 18},{19},0.299,0.586,1.087
{26 19},{18},0.233,0.755,1.07
{18 19},{26},0.4,0.439,1.065
{2},{18 19},0.273,0.442,1.105
{18},{2 19},0.705,0.171,1.089
{19},{2 18},0.54,0.223,1.102
{2 18},{19},0.203,0.595,1.102
{2 19},{18},0.157,0.768,1.089
{18 19},{2},0.4,0.301,1.105
{18},{19 12},0.705,0.229,1.124
{19},{18 12},0.54,0.299,1.098
{12},{18 19},0.365,0.442,1.106
{18 19},{12},0.4,0.404,1.106
{18 12},{19},0.273,0.592,1.098
{19 12},{18},0.204,0.792,1.124
{18},{42 19},0.705,0.185,1.058
{19},{18 42},0.54,0.242,1.078
{42},{18 19},0.317,0.411,1.029
{18 19},{42},0.4,0.326,1.029
{18 42},{19},0.224,0.582,1.078
{42 19},{18},0.175,0.746,1.058
{18},{19 46},0.705,0.227,1.101
{19},{18 46},0.54,0.296,1.057
{46},{18 19},0.372,0.429,1.074
{18 19},{46},0.4,0.4,1.074
{18 46},{19},0.28,0.57,1.057
{19 46},{18},0.206,0.776,1.101
{32},{18 19},0.413,0.426,1.066
{18},{32 19},0.705,0.249,1.104
{19},{32 18},0.54,0.326,1.073
{32 18},{19},0.304,0.579,1.073
{32 19},{18},0.226,0.778,1.104
{18 19},{32},0.4,0.44,1.066
{18},{19 37},0.705,0.145,1.096
{19},{18 37},0.54,0.189,1.132
{37},{18 19},0.233,0.438,1.097
{18 19},{37},0.4,0.255,1.097
{18 37},{19},0.167,0.611,1.132
{19 37},{18},0.132,0.773,1.096
{18},{19 39},0.705,0.194,1.091
{19},{18 39},0.54,0.254,1.109
{39},{18 19},0.316,0.433,1.083
{18 19},{39},0.4,0.342,1.083
{18 39},{19},0.229,0.599,1.109
{19 39},{18},0.178,0.769,1.091
{18},{19 29},0.705,0.176,1.103
{19},{18 29},0.54,0.229,1.085
{29},{18 19},0.28,0.442,1.105
{18 19},{29},0.4,0.31,1.105
{18 29},{19},0.212,0.585,1.085
{19 29},{18},0.159,0.778,1.103
{18},{19 38},0.705,0.158,1.069
{19},{18 38},0.54,0.206,1.046
{38},{18 19},0.269,0.413,1.034
{18 19},{38},0.4,0.278,1.034
{18 38},{19},0.197,0.564,1.046
{19 38},{18},0.147,0.753,1.069
{18},{20 30},0.705,0.159,1.035
{20},{18 30},0.271,0.416,1.047
{30},{18 20},0.563,0.2,0.991
{18 20},{30},0.202,0.558,0.991
{18 30},{20},0.397,0.283,1.047
{20 30},{18},0.154,0.729,1.035
{18},{34 20},0.705,0.195,1.105
{20},{18 34},0.271,0.509,1.092
{34},{18 20},0.641,0.215,1.067
{18 20},{34},0.202,0.684,1.067
{18 34},{20},0.466,0.295,1.092
{34 20},{18},0.177,0.779,1.105
{16},{18 20},0.513,0.204,1.013
{18},{16 20},0.705,0.149,1.026
{20},{16 18},0.271,0.387,1.05
{16 18},{20},0.369,0.284,1.05
{16 20},{18},0.145,0.724,1.026
{18 20},{16},0.202,0.52,1.013
{18},{21 30},0.705,0.188,1.034
{21},{18 30},0.307,0.433,1.092
{30},{18 21},0.563,0.236,1.059
{18 21},{30},0.223,0.597,1.059
{18 30},{21},0.397,0.335,1.092
{21 30},{18},0.182,0.729,1.034
{18},{34 21},0.705,0.204,1.037
{34},{18 21},0.641,0.224,1.006
{21},{18 34},0.307,0.468,1.003
{18 34},{21},0.466,0.308,1.003
{18 21},{34},0.223,0.645,1.006
{34 21},{18},0.196,0.731,1.037
{48},{18 21},0.479,0.225,1.011
{18},{48 21},0.705,0.153,1.046
{21},{48 18},0.307,0.351,1.011
{48 18},{21},0.348,0.31,1.011
{48 21},{18},0.146,0.737,1.046
{18 21},{48},0.223,0.484,1.011
{16},{18 21},0.513,0.237,1.063
{18},{16 21},0.705,0.172,1.035
{21},{16 18},0.307,0.396,1.074
{16 18},{21},0.369,0.329,1.074
{16 21},{18},0.166,0.729,1.035
{18 21},{16},0.223,0.546,1.063
{24},{18 34},0.213,0.501,1.074
{18},{24 34},0.705,0.151,1.067
{34},{24 18},0.641,0.166,1.064
{24 18},{34},0.156,0.682,1.064
{24 34},{18},0.141,0.752,1.067
{18 34},{24},0.466,0.228,1.074
{18},{28 30},0.705,0.199,1.013
{28},{18 30},0.342,0.409,1.032
{30},{18 28},0.563,0.249,1.019
{18 28},{30},0.244,0.574,1.019
{18 30},{28},0.397,0.353,1.032
{28 30},{18},0.196,0.714,1.013
{18},{34 28},0.705,0.24,1.044
{28},{18 34},0.342,0.494,1.059
{34},{18 28},0.641,0.264,1.081
{18 28},{34},0.244,0.693,1.081
{18 34},{28},0.466,0.363,1.059
{34 28},{18},0.23,0.736,1.044
{48},{18 28},0.479,0.261,1.07
{18},{48 28},0.705,0.177,1.039
{28},{48 18},0.342,0.365,1.051
{48 18},{28},0.348,0.36,1.051
{48 28},{18},0.171,0.732,1.039
{18 28},{48},0.244,0.512,1.07
{49},{18 28},0.389,0.262,1.072
{18},{49 28},0.705,0.144,1.047
{28},{49 18},0.342,0.297,1.051
{49 18},{28},0.283,0.36,1.051
{49 28},{18},0.138,0.738,1.047
{18 28},{49},0.244,0.417,1.072
{16},{18 28},0.513,0.265,1.083
{18},{16 28},0.705,0.193,1.027
{28},{16 18},0.342,0.397,1.076
{16 18},{28},0.369,0.368,1.076
{16 28},{18},0.188,0.724,1.027
{18 28},{16},0.244,0.556,1.083
{18},{26 28},0.705,0.151,1.032
{26},{18 28},0.412,0.259,1.06
{28},{18 26},0.342,0.312,1.042
{18 26},{28},0.299,0.357,1.042
{18 28},{26},0.244,0.437,1.06
{26 28},{18},0.147,0.727,1.032
{18},{28 12},0.705,0.148,1.064
{28},{18 12},0.342,0.304,1.116
{12},{18 28},0.365,0.285,1.167
{18 28},{12},0.244,0.426,1.167
{18 12},{28},0.273,0.382,1.116
{28 12},{18},0.139,0.75,1.064
{32},{18 28},0.413,0.27,1.105
{18},{32 28},0.705,0.158,1.067
{28},{32 18},0.342,0.326,1.072
{32 18},{28},0.304,0.367,1.072
{32 28},{18},0.148,0.752,1.067
{18 28},{32},0.244,0.456,1.105
{18},{34 30},0.705,0.382,1.039
{34},{18 30},0.641,0.421,1.061
{30},{18 34},0.563,0.479,1.026
{18 34},{30},0.466,0.578,1.026
{18 30},{34},0.397,0.68,1.061
{34 30},{18},0.368,0.733,1.039
{18},{44 30},0.705,0.224,1.036
{44},{18 30},0.373,0.424,1.069
{30},{18 44},0.563,0.281,1.036
{18 44},{30},0.271,0.584,1.036
{18 30},{44},0.397,0.399,1.069
{44 30},{18},0.217,0.73,1.036
{48},{18 30},0.479,0.429,1.08
{18},{48 30},0.705,0.291,1.031
{30},{48 18},0.563,0.364,1.048
{48 18},{30},0.348,0.59,1.048
{48 30},{18},0.282,0.727,1.031
{18 30},{48},0.397,0.517,1.08
{49},{18 30},0.389,0.427,1.075
{18},{49 30},0.705,0.235,1.026
{30},{49 18},0.563,0.294,1.041
{49 18},{30},0.283,0.586,1.041
{49 30},{18},0.229,0.723,1.026
{18 30},{49},0.397,0.418,1.075
{18},{3 30},0.705,0.148,1.036
{3},{18 30},0.238,0.437,1.101
{30},{18 3},0.563,0.185,1.057
{18 3},{30},0.175,0.595,1.057
{18 30},{3},0.397,0.262,1.101
{3 30},{18},0.142,0.731,1.036
{18},{30 15},0.705,0.192,1.039
{30},{18 15},0.563,0.24,1.078
{15},{18 30},0.305,0.443,1.116
{18 30},{15},0.397,0.341,1.116
{18 15},{30},0.223,0.607,1.078
{30 15},{18},0.185,0.732,1.039
{16},{18 30},0.513,0.401,1.01
{18},{16 30},0.705,0.292,1.005
{30},{16 18},0.563,0.365,0.99
{16 18},{30},0.369,0.557,0.99
{16 30},{18},0.29,0.709,1.005
{18 30},{16},0.397,0.518,1.01
{18},{26 30},0.705,0.254,1.037
{26},{18 30},0.412,0.434,1.093
{30},{18 26},0.563,0.318,1.061
{18 26},{30},0.299,0.598,1.061
{18 30},{26},0.397,0.451,1.093
{26 30},{18},0.245,0.731,1.037
{18},{2 30},0.705,0.162,1.034
{2},{18 30},0.273,0.419,1.055
{30},{18 2},0.563,0.203,1.0
{18 2},{30},0.203,0.563,1.0
{18 30},{2},0.397,0.288,1.055
{2 30},{18},0.156,0.729,1.034
{18},{12 30},0.705,0.231,1.077
{12},{18 30},0.365,0.447,1.126
{30},{18 12},0.563,0.29,1.063
{18 12},{30},0.273,0.599,1.063
{18 30},{12},0.397,0.411,1.126
{12 30},{18},0.215,0.759,1.077
{18},{42 30},0.705,0.188,1.002
{42},{18 30},0.317,0.417,1.052
{30},{18 42},0.563,0.235,1.049
{18 42},{30},0.224,0.591,1.049
{18 30},{42},0.397,0.334,1.052
{42 30},{18},0.188,0.706,1.002
{46},{18 30},0.372,0.455,1.147
{18},{46 30},0.705,0.24,1.064
{30},{18 46},0.563,0.301,1.074
{18 46},{30},0.28,0.605,1.074
{46 30},{18},0.226,0.75,1.064
{18 30},{46},0.397,0.427,1.147
{32},{18 30},0.413,0.427,1.076
{18},{32 30},0.705,0.25,1.022
{30},{32 18},0.563,0.313,1.03
{32 18},{30},0.304,0.58,1.03
{32 30},{18},0.245,0.72,1.022
{18 30},{32},0.397,0.444,1.076
{18},{30 39},0.705,0.198,1.026
{30},{18 39},0.563,0.248,1.083
{39},{18 30},0.316,0.441,1.113
{18 30},{39},0.397,0.352,1.113
{18 39},{30},0.229,0.61,1.083
{30 39},{18},0.193,0.723,1.026
{18},{29 30},0.705,0.174,1.062
{29},{18 30},0.28,0.437,1.101
{30},{18 29},0.563,0.217,1.028
{18 29},{30},0.212,0.579,1.028
{18 30},{29},0.397,0.309,1.101
{29 30},{18},0.163,0.749,1.062
{38},{18 30},0.269,0.433,1.091
{18},{38 30},0.705,0.165,1.051
{30},{18 38},0.563,0.207,1.05
{18 38},{30},0.197,0.592,1.05
{38 30},{18},0.157,0.741,1.051
{18 30},{38},0.397,0.294,1.091
{18},{34 44},0.705,0.267,1.069
{34},{18 44},0.641,0.294,1.084
{44},{18 34},0.373,0.504,1.081
{18 34},{44},0.466,0.403,1.081
{18 44},{34},0.271,0.695,1.084
{34 44},{18},0.25,0.754,1.069
{48},{18 34},0.479,0.491,1.053
{18},{48 34},0.705,0.334,1.055
{34},{48 18},0.641,0.367,1.056
{48 18},{34},0.348,0.677,1.056
{48 34},{18},0.316,0.744,1.055
{18 34},{48},0.466,0.504,1.053
{49},{18 34},0.389,0.483,1.036
{18},{49 34},0.705,0.266,1.051
{34},{49 18},0.641,0.293,1.036
{49 18},{34},0.283,0.664,1.036
{49 34},{18},0.254,0.741,1.051
{18 34},{49},0.466,0.403,1.036
{18},{34 3},0.705,0.172,1.062
{3},{18 34},0.238,0.508,1.09
{34},{18 3},0.641,0.189,1.081
{18 3},{34},0.175,0.693,1.081
{18 34},{3},0.466,0.26,1.09
{34 3},{18},0.162,0.748,1.062
{18},{34 15},0.705,0.212,1.052
{34},{18 15},0.641,0.233,1.048
{15},{18 34},0.305,0.49,1.05
{18 34},{15},0.466,0.32,1.05
{18 15},{34},0.223,0.672,1.048
{34 15},{18},0.202,0.742,1.052
{16},{18 34},0.513,0.479,1.026
{18},{16 34},0.705,0.348,1.048
{34},{16 18},0.641,0.383,1.04
{16 18},{34},0.369,0.666,1.04
{16 34},{18},0.332,0.739,1.048
{18 34},{16},0.466,0.526,1.026
{18},{26 34},0.705,0.287,1.066
{26},{18 34},0.412,0.491,1.053
{34},{18 26},0.641,0.316,1.056
{18 26},{34},0.299,0.677,1.056
{18 34},{26},0.466,0.434,1.053
{26 34},{18},0.27,0.751,1.066
{41},{18 34},0.207,0.502,1.075
{18},{41 34},0.705,0.147,1.038
{34},{41 18},0.641,0.162,1.108
{41 18},{34},0.146,0.71,1.108
{41 34},{18},0.142,0.732,1.038
{18 34},{41},0.466,0.222,1.075
{18},{2 34},0.705,0.202,1.082
{2},{18 34},0.273,0.523,1.12
{34},{18 2},0.641,0.222,1.098
{18 2},{34},0.203,0.703,1.098
{18 34},{2},0.466,0.305,1.12
{2 34},{18},0.187,0.762,1.082
{18},{34 12},0.705,0.265,1.118
{34},{18 12},0.641,0.292,1.072
{12},{18 34},0.365,0.512,1.098
{18 34},{12},0.466,0.401,1.098
{18 12},{34},0.273,0.687,1.072
{34 12},{18},0.238,0.788,1.118
{18},{34 35},0.705,0.152,1.025
{35},{18 34},0.222,0.483,1.036
{34},{18 35},0.641,0.167,1.087
{18 35},{34},0.154,0.696,1.087
{18 34},{35},0.466,0.23,1.036
{34 35},{18},0.148,0.723,1.025
{18},{34 42},0.705,0.215,1.029
{34},{18 42},0.641,0.236,1.055
{42},{18 34},0.317,0.477,1.023
{18 34},{42},0.466,0.325,1.023
{18 42},{34},0.224,0.676,1.055
{34 42},{18},0.209,0.725,1.029
{18},{34 46},0.705,0.275,1.089
{34},{18 46},0.641,0.303,1.082
{46},{18 34},0.372,0.522,1.118
{18 34},{46},0.466,0.416,1.118
{18 46},{34},0.28,0.693,1.082
{34 46},{18},0.253,0.768,1.089
{32},{18 34},0.413,0.507,1.087
{18},{32 34},0.705,0.297,1.07
{34},{32 18},0.641,0.327,1.076
{32 18},{34},0.304,0.689,1.076
{32 34},{18},0.277,0.755,1.07
{18 34},{32},0.466,0.448,1.087
{18},{34 37},0.705,0.171,1.079
{34},{18 37},0.641,0.189,1.128
{37},{18 34},0.233,0.519,1.112
{18 34},{37},0.466,0.259,1.112
{18 37},{34},0.167,0.723,1.128
{34 37},{18},0.159,0.761,1.079
{18},{34 39},0.705,0.221,1.057
{34},{18 39},0.641,0.244,1.066
{39},{18 34},0.316,0.494,1.059
{18 34},{39},0.466,0.335,1.059
{18 39},{34},0.229,0.683,1.066
{34 39},{18},0.21,0.745,1.057
{18},{34 43},0.705,0.156,1.117
{43},{18 34},0.208,0.53,1.136
{34},{18 43},0.641,0.172,1.089
{18 43},{34},0.158,0.698,1.089
{18 34},{43},0.466,0.236,1.136
{34 43},{18},0.14,0.788,1.117
{18},{34 5},0.705,0.164,1.074
{34},{18 5},0.641,0.18,1.082
{5},{18 34},0.227,0.509,1.091
{18 34},{5},0.466,0.247,1.091
{18 5},{34},0.166,0.693,1.082
{34 5},{18},0.152,0.757,1.074
{18},{34 29},0.705,0.196,1.091
{34},{18 29},0.641,0.216,1.019
{29},{18 34},0.28,0.493,1.057
{18 34},{29},0.466,0.296,1.057
